ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,PersonalLoan,SecuritiesAccount,CDAccount,Online,CreditCard
4063,38,14,3182000,95053,2,125800,1,0,0,0,0,1,0
4064,47,21,1776000,94108,2,7400,3,0,0,0,0,0,1
4065,63,39,3700000,94402,1,0,2,12284000,0,0,0,0,0
4066,44,19,5032000,94305,1,273800,3,0,0,0,0,1,0
4067,61,37,4514000,94122,3,148000,3,0,0,0,0,1,0
4068,52,28,1554000,94025,4,37000,2,0,0,0,0,1,0
4069,59,34,1554000,95035,2,37000,2,0,0,0,0,1,0
4070,56,32,2294000,94596,4,96200,1,0,0,0,0,0,0
4071,58,33,5180000,94720,4,51800,1,0,0,1,0,0,0
4072,30,6,1850000,94304,3,74000,2,9990000,0,0,0,0,1
4073,42,17,5772000,92521,1,74000,3,0,0,0,0,1,0
4074,51,27,1406000,92120,1,14800,1,0,0,0,0,0,0
4075,60,35,1702000,94608,1,22200,3,0,0,0,0,1,0
4076,30,4,2960000,90601,4,59200,1,0,0,0,0,1,0
4077,49,23,1628000,92220,1,22200,3,0,0,0,0,0,0
4078,26,0,5254000,92093,4,133200,2,0,0,1,0,1,0
4079,36,12,4292000,91320,1,266400,2,0,0,0,0,0,0
4080,65,40,5550000,90036,3,162800,1,0,0,0,0,1,0
4081,27,0,2960000,90068,1,148000,2,8140000,0,0,0,0,1
4082,60,35,11470000,92521,1,111000,3,0,1,0,0,0,1
4083,32,6,6142000,90036,4,162800,2,0,0,0,0,0,0
4084,46,20,7326000,94302,3,81400,1,0,0,0,0,0,0
4085,60,36,4366000,94124,1,0,2,0,0,1,0,0,0
4086,28,2,3922000,94609,3,177600,2,0,0,0,0,1,0
4087,50,26,814000,93106,4,14800,1,0,0,1,0,0,0
4088,52,28,13246000,94583,4,310800,3,0,1,0,0,0,0
4089,29,-1,5254000,94801,2,129500,3,0,0,0,0,0,0
4090,30,4,6290000,94234,4,155400,3,0,0,0,0,1,0
4091,42,18,3626000,92717,3,155400,3,0,0,1,0,1,0
4092,32,6,9028000,94025,2,96200,1,0,0,0,0,1,1
4093,40,15,12654000,94539,2,244200,1,0,0,0,0,1,0
4094,49,24,10212000,93111,2,162800,2,0,1,0,0,1,0
4095,53,23,592000,95616,4,29600,3,0,0,1,0,1,0
4096,42,17,4366000,94105,4,29600,1,0,0,0,0,1,0
4097,38,14,3626000,90740,3,207200,1,0,0,0,0,0,0
4098,60,34,6808000,95670,2,148000,1,0,0,0,0,0,0
4099,27,3,5550000,90032,4,0,1,0,0,0,0,0,0
4100,61,35,4440000,92831,1,207200,2,0,0,0,0,1,1
4101,27,2,3034000,90254,2,125800,2,0,0,0,0,1,0
4102,45,21,2960000,93460,3,44400,2,0,0,0,0,1,1
4103,41,16,5994000,94305,2,29600,1,10804000,0,0,0,1,1
4104,44,20,3848000,94143,1,59200,3,14504000,0,0,0,0,1
4105,38,14,1850000,95616,4,74000,1,0,0,0,0,0,0
4106,39,15,10286000,91801,1,251600,1,26122000,0,0,0,1,0
4107,48,22,3996000,93106,1,88800,2,0,0,0,0,0,0
4108,47,22,5994000,94123,1,214600,1,0,0,0,0,0,1
4109,64,39,5402000,94025,3,162800,1,0,0,1,0,0,1
4110,27,0,2220000,93107,4,74000,3,0,0,0,0,1,1
4111,66,41,4366000,95617,3,177600,1,0,0,0,0,0,0
4112,43,17,1554000,95351,3,111000,1,0,0,0,0,0,0
4113,34,9,4810000,95014,3,51800,2,7696000,0,0,0,1,0
4114,28,2,3034000,93118,3,81400,2,11914000,0,0,0,1,0
4115,52,28,3848000,92126,4,7400,3,8954000,0,0,0,0,0
4116,45,20,6216000,94131,4,81400,2,13320000,0,0,0,1,0
4117,24,-2,9990000,90065,2,532800,1,0,0,0,0,1,0
4118,39,14,1332000,92037,4,14800,3,0,0,1,0,0,0
4119,40,16,2516000,93561,1,51800,1,0,0,0,0,1,1
4120,30,5,6290000,92624,4,133200,3,0,0,0,0,1,0
4121,49,23,1702000,94080,1,103600,3,0,0,0,0,0,0
4122,53,27,4810000,91711,4,207200,2,0,0,0,0,0,1
4123,56,30,14430000,90089,1,214600,1,0,0,0,0,0,0
4124,50,24,2960000,93460,4,192400,1,6586000,0,0,0,1,0
4125,53,29,10434000,90064,2,14800,3,0,1,0,0,0,0
4126,60,34,7030000,94104,2,51800,2,23828000,0,0,0,1,1
4127,58,33,1702000,90095,3,96200,2,9694000,0,0,0,0,0
4128,43,19,6068000,95758,2,133200,2,0,0,0,0,1,1
4129,46,21,3922000,93555,4,140600,3,0,0,0,0,0,0
4130,29,3,740000,91320,4,29600,1,6438000,0,0,0,1,1
4131,56,30,5550000,91910,1,140600,2,9250000,0,0,0,1,0
4132,48,23,1702000,94534,4,29600,2,9028000,0,0,0,0,0
4133,61,36,9842000,90266,1,192400,1,0,0,0,0,1,0
4134,41,17,9546000,94720,1,251600,1,0,0,0,0,0,1
4135,35,11,6290000,92154,4,7400,2,9694000,0,0,0,0,0
4136,48,23,12432000,95929,2,207200,1,22792000,0,0,0,1,0
4137,43,19,6142000,92691,4,148000,3,0,0,0,0,1,0
4138,37,12,3848000,93943,2,81400,2,0,0,0,0,1,0
4139,47,22,8436000,95819,1,44400,1,0,0,1,1,1,1
4140,29,3,5994000,95827,1,214600,3,0,0,0,0,0,0
4141,63,38,2368000,94015,1,111000,2,0,0,0,0,0,0
4142,43,19,4662000,94118,3,155400,3,0,0,0,0,0,0
4143,57,32,5180000,90024,3,118400,3,0,0,0,0,0,0
4144,55,31,1480000,94720,2,22200,1,0,0,0,0,1,0
4145,47,23,10212000,91367,2,244200,1,0,0,0,0,1,1
4146,58,34,4662000,94305,4,118400,2,0,0,0,0,0,0
4147,53,28,6290000,95814,1,96200,3,8732000,0,0,0,1,0
4148,59,35,13320000,96008,2,481000,2,0,1,1,1,1,1
4149,46,22,5920000,95747,4,148000,3,0,0,0,0,1,0
4150,41,15,3922000,93106,1,51800,3,0,0,0,0,1,0
4151,46,20,5328000,92009,2,125800,2,5550000,0,0,0,1,0
4152,44,18,9102000,95841,3,436600,1,0,1,0,1,1,1
4153,44,18,6734000,91361,2,59200,3,0,0,0,0,1,0
4154,50,26,10952000,94608,2,503200,1,0,0,0,0,1,0
4155,51,25,12062000,94305,2,96200,3,0,1,0,0,1,0
4156,55,30,2072000,90291,4,7400,3,11026000,0,0,0,1,1
4157,37,12,14282000,92780,1,636400,1,0,0,0,0,0,0
4158,34,10,1628000,94545,3,66600,3,0,0,0,0,1,0
4159,59,34,5476000,92780,4,51800,1,0,0,0,0,1,1
4160,45,20,5180000,94305,4,140600,3,0,0,0,0,1,1
4161,30,4,814000,95054,1,7400,2,0,0,0,0,1,1
4162,32,8,4514000,94703,3,192400,2,0,0,0,0,0,0
4163,61,37,3034000,94704,1,59200,1,0,0,0,0,1,1
4164,54,28,7992000,94110,4,140600,2,0,1,0,0,1,0
4165,35,10,1702000,90058,4,81400,3,0,0,0,0,0,1
4166,63,38,9990000,91768,2,281200,3,13542000,1,0,0,0,0
4167,66,40,2220000,95133,2,51800,3,6364000,0,0,0,0,0
4168,48,24,10656000,94025,4,259000,2,0,1,0,0,0,0
4169,60,34,10286000,95020,4,29600,1,0,1,0,0,1,0
4170,41,17,10582000,90059,2,199800,3,15466000,1,0,0,1,0
4171,31,7,3256000,93561,1,88800,1,0,0,0,0,1,1
4172,58,31,3626000,94521,4,185000,2,0,0,0,0,1,0
4173,67,42,5550000,90041,4,7400,2,13468000,0,0,0,1,0
4174,35,9,3182000,93943,2,22200,1,0,0,0,0,1,0
4175,40,14,4366000,91335,3,37000,3,0,0,0,0,1,0
4176,42,17,11396000,93955,3,362600,1,0,1,0,1,1,1
4177,44,18,5550000,95131,1,51800,3,0,0,0,0,0,1
4178,47,23,5550000,93106,1,192400,2,0,0,0,0,0,1
4179,59,35,6512000,91311,2,118400,1,20572000,0,0,0,0,0
4180,29,3,6734000,94122,1,251600,3,0,1,0,0,0,0
4181,36,6,814000,92008,1,49580,3,0,0,1,1,1,1
4182,47,22,1628000,90024,1,29600,3,0,0,0,0,1,0
4183,55,29,3626000,92691,2,59200,3,16280000,0,0,0,0,1
4184,41,17,10360000,94542,1,259000,1,25308000,0,0,0,0,0
4185,51,25,7326000,90277,2,177600,2,0,0,0,0,0,0
4186,26,2,6068000,91950,2,185000,1,14726000,0,0,0,0,0
4187,33,9,740000,90005,4,74000,1,5994000,0,0,0,0,1
4188,30,5,8066000,94305,4,162800,2,7622000,0,0,0,0,1
4189,30,4,3330000,90041,4,96200,3,0,0,0,0,0,0
4190,45,19,6882000,91116,2,125800,2,0,0,0,0,0,0
4191,40,16,6586000,95814,3,288600,2,15984000,1,1,1,1,0
4192,42,15,2886000,91711,3,74000,2,9768000,0,0,0,0,0
4193,50,26,1554000,91768,1,14800,1,6586000,0,0,0,1,0
4194,62,37,2294000,95008,3,14800,1,0,0,0,0,1,0
4195,63,37,2294000,95819,1,37000,3,0,0,0,0,1,0
4196,43,19,3848000,95054,4,162800,2,0,0,0,0,0,0
4197,49,25,962000,95814,1,66600,3,0,0,0,0,1,0
4198,51,25,1554000,90840,2,29600,3,5624000,0,1,0,1,0
4199,61,36,3700000,96003,4,125800,1,13986000,0,0,0,1,0
4200,43,19,5994000,90630,4,14800,3,0,0,0,0,0,1
4201,43,19,5476000,94035,4,140600,1,0,0,0,0,0,1
4202,61,36,6586000,93109,3,37000,1,0,0,0,0,1,0
4203,35,9,6068000,95064,3,66600,2,0,0,0,0,1,0
4204,59,33,6512000,93106,4,140600,2,0,0,0,0,0,0
4205,40,16,4514000,91711,3,155400,3,0,0,0,0,0,0
4206,61,36,10286000,95133,2,288600,1,0,0,0,0,0,0
4207,48,23,2146000,93711,1,96200,2,0,0,0,0,0,0
4208,37,11,3774000,93305,3,155400,1,0,0,0,0,1,1
4209,56,32,4292000,95064,1,133200,3,17834000,0,0,0,1,0
4210,35,9,1554000,91125,2,103600,3,9250000,0,0,0,1,0
4211,35,8,3182000,95819,2,123580,2,0,0,0,0,0,0
4212,40,16,7696000,94301,2,133200,2,0,0,0,0,0,0
4213,50,23,666000,94109,1,37000,2,7252000,0,0,0,1,0
4214,49,25,2886000,91125,3,140600,2,0,0,0,0,0,0
4215,46,22,6586000,94303,1,199800,1,0,0,1,1,1,1
4216,64,40,1554000,94028,2,22200,3,0,0,0,0,0,0
4217,60,35,12802000,90059,3,229400,3,0,1,0,0,1,0
4218,45,21,2146000,95051,1,22200,3,7770000,0,0,0,1,1
4219,52,27,3182000,94005,4,14800,2,0,0,0,0,0,1
4220,58,34,2220000,90066,3,29600,2,0,0,0,0,0,0
4221,54,30,2886000,94806,4,7400,3,0,0,1,0,1,0
4222,48,22,6142000,90028,2,29600,3,18352000,0,0,0,1,0
4223,51,25,4292000,93106,3,51800,2,16502000,0,0,0,0,0
4224,53,26,592000,94709,1,37000,2,0,0,0,0,0,1
4225,57,27,2886000,95929,3,74000,3,0,0,1,0,0,1
4226,43,18,15096000,91902,2,651200,1,0,0,0,0,1,0
4227,37,13,3330000,94591,1,133200,1,0,0,0,0,0,0
4228,32,7,8214000,90277,1,281200,1,0,0,1,0,0,0
4229,34,10,6142000,95060,2,148000,2,10952000,0,0,0,0,0
4230,54,24,6142000,94596,1,222000,3,0,0,0,0,0,0
4231,62,36,8510000,92093,2,207200,1,14948000,0,0,0,1,1
4232,56,32,4440000,93106,1,133200,3,16798000,0,0,0,1,0
4233,39,15,3922000,94116,1,133200,1,0,0,0,0,0,0
4234,32,7,9916000,95929,2,244200,1,0,0,0,0,1,0
4235,50,24,6734000,93555,1,59200,3,0,0,0,0,1,0
4236,27,1,6734000,92173,2,14800,1,0,0,0,0,1,0
4237,37,12,9472000,91342,2,288600,1,0,0,0,0,1,1
4238,60,34,5772000,90401,3,325600,1,0,0,1,0,0,0
4239,43,19,11914000,92093,2,562400,1,34336000,0,0,0,1,0
4240,62,36,4440000,92182,3,162800,3,0,0,0,0,1,0
4241,39,14,11914000,95064,1,303400,1,37666000,0,1,0,0,0
4242,34,9,2960000,95054,4,148000,2,0,0,0,0,1,1
4243,46,21,5032000,94720,1,14800,2,0,0,0,0,1,0
4244,46,22,5476000,94550,3,51800,1,0,0,0,0,1,0
4245,51,26,4070000,92121,3,148000,2,6882000,0,0,0,1,0
4246,44,20,10730000,90630,1,259000,1,0,0,0,0,0,1
4247,60,35,1776000,94920,1,111000,2,0,0,0,0,0,0
4248,65,39,740000,90210,1,59200,2,0,0,0,0,1,0
4249,58,33,10212000,90720,2,288600,1,0,0,1,0,1,0
4250,37,12,4662000,91942,4,155400,3,0,0,0,0,1,0
4251,52,28,3996000,90041,4,7400,3,0,0,0,0,0,1
4252,42,16,4588000,95064,3,66600,3,0,0,0,0,1,0
4253,54,29,5994000,91107,1,7400,3,0,0,0,0,0,0
4254,54,28,4514000,90601,3,222000,2,0,0,0,0,1,1
4255,51,27,5032000,91711,1,118400,3,0,0,0,0,1,0
4256,59,35,5772000,90095,2,207200,1,0,0,0,0,1,0
4257,41,17,12210000,91311,2,562400,1,11618000,0,0,0,0,0
4258,43,17,3552000,95762,3,162800,2,0,0,0,0,0,1
4259,52,26,11470000,92660,3,532800,2,0,1,0,0,1,0
4260,52,26,11692000,94920,2,273800,3,18574000,1,0,0,0,1
4261,57,31,3848000,94105,1,103600,1,0,0,0,0,1,0
4262,53,28,1332000,92507,4,59200,1,0,0,0,0,0,0
4263,58,33,3108000,92093,4,125800,1,0,0,0,0,0,0
4264,59,33,1332000,94542,2,14800,3,0,0,0,0,0,0
4265,57,31,2960000,94304,2,22200,1,0,0,1,1,1,1
4266,27,2,3256000,93943,4,44400,2,0,0,1,1,1,0
4267,42,16,814000,94015,1,14800,1,6438000,0,0,0,0,1
4268,52,26,14356000,91902,2,421800,2,0,1,0,0,1,0
4269,49,23,7992000,95616,2,177600,2,0,0,0,0,1,0
4270,47,23,888000,92518,4,37000,2,0,0,0,0,0,0
4271,45,19,1406000,93117,3,111000,1,6956000,0,0,0,1,1
4272,25,1,11100000,92507,1,468420,1,0,0,0,0,0,0
4273,47,22,6586000,92647,4,140600,3,0,0,0,0,1,0
4274,44,19,6142000,95812,2,281200,3,0,0,1,0,0,1
4275,30,3,5846000,91380,4,148000,2,0,0,0,0,1,0
4276,63,38,7548000,95616,4,251600,2,0,0,0,0,0,0
4277,50,24,11470000,92717,1,540200,1,0,0,0,0,1,1
4278,40,16,10212000,92612,1,259000,1,0,0,0,0,1,0
4279,56,31,3774000,92028,3,125800,1,0,0,0,0,1,1
4280,39,15,5920000,94608,2,133200,2,6364000,0,0,0,1,1
4281,42,18,9990000,95136,2,244200,1,0,0,1,1,1,1
4282,28,1,2516000,94949,4,111000,2,11988000,0,0,0,0,1
4283,26,0,14430000,92093,3,468420,3,0,1,1,1,1,0
4284,58,32,4588000,91320,3,162800,3,16058000,0,0,1,1,1
4285,38,13,12802000,94305,2,244200,1,17982000,0,0,0,0,0
4286,23,-3,11026000,93555,2,532800,1,0,0,0,0,1,0
4287,53,29,1480000,93955,1,14800,1,9694000,0,0,0,1,1
4288,54,28,3108000,95207,4,185000,1,0,0,0,0,1,1
4289,42,17,2072000,94010,1,44400,3,0,0,0,0,0,1
4290,54,28,7030000,90254,1,140600,2,0,0,0,0,1,0
4291,66,42,7030000,94596,2,0,3,0,0,0,0,1,0
4292,46,21,2516000,90034,1,7400,1,9176000,0,0,0,1,0
4293,63,37,14134000,94131,2,318200,3,15170000,1,0,0,0,0
4294,63,38,3034000,90034,2,111000,1,12802000,0,0,0,1,1
4295,58,34,11100000,92110,1,547600,1,35594000,0,0,0,1,0
4296,65,41,6734000,91360,2,0,3,10804000,0,0,0,0,0
4297,35,9,6216000,94709,4,162800,2,0,0,0,0,1,0
4298,33,9,5402000,92110,4,251600,1,10360000,0,0,0,1,0
4299,43,19,9028000,93106,1,22200,1,0,0,0,0,1,0
4300,30,5,5402000,90065,1,192400,2,9842000,0,0,0,1,0
4301,61,37,1480000,95973,2,22200,3,0,0,0,0,1,0
4302,49,24,9620000,92677,4,81400,1,20794000,1,0,1,1,0
4303,52,27,6290000,92037,3,251600,3,0,1,0,0,0,0
4304,45,21,9916000,94550,2,244200,1,0,0,0,0,1,1
4305,64,39,7252000,95678,3,133200,2,5920000,0,0,0,1,0
4306,26,1,3996000,91709,2,118400,3,0,0,1,0,0,0
4307,35,11,3034000,92123,3,148000,1,0,0,0,0,1,0
4308,45,19,9472000,94928,4,444000,3,0,1,0,0,1,0
4309,44,20,9768000,94115,3,192400,1,22792000,1,0,0,0,0
4310,34,8,13912000,94025,1,214600,3,0,1,0,0,1,0
4311,65,41,12580000,94143,4,451400,2,0,1,0,1,1,1
4312,32,8,1036000,90034,3,66600,3,8214000,0,0,0,0,0
4313,41,15,6882000,95616,1,207200,3,0,0,0,0,1,0
4314,52,28,5846000,94596,1,199800,2,0,0,0,0,1,1
4315,35,9,5846000,94305,4,162800,2,0,0,0,0,0,0
4316,51,26,4588000,90024,4,133200,3,8806000,0,0,0,1,0
4317,30,6,7030000,91950,2,14800,1,0,0,1,0,1,0
4318,58,33,4440000,92672,4,96200,3,0,0,0,0,1,0
4319,49,23,5550000,92374,1,111000,2,0,0,0,0,0,1
4320,63,38,6290000,91320,4,7400,2,0,0,0,0,0,1
4321,40,15,10582000,94801,1,303400,1,0,0,0,0,1,0
4322,27,0,2516000,92717,1,148000,2,8288000,0,0,0,0,1
4323,38,14,3256000,91320,2,125800,1,0,0,0,0,0,0
4324,52,28,2294000,92008,4,66600,2,11174000,0,1,0,1,0
4325,49,24,962000,94538,4,59200,1,8214000,0,0,0,1,0
4326,59,35,3848000,95616,4,111000,1,0,0,0,0,1,1
4327,32,8,3108000,95136,1,14800,3,7548000,0,0,0,1,0
4328,30,4,7548000,91775,4,155400,3,10286000,0,0,0,0,1
4329,64,38,10582000,95039,2,473600,3,0,1,1,1,1,0
4330,59,33,740000,94063,4,51800,3,0,0,0,0,1,0
4331,62,37,3256000,90401,1,81400,3,0,0,0,0,0,0
4332,61,37,11692000,94720,2,444000,1,22644000,0,1,1,1,1
4333,53,26,888000,92672,2,74000,2,0,0,0,0,0,1
4334,51,26,4366000,90095,1,88800,1,10286000,0,0,0,1,0
4335,55,29,6808000,92130,1,140600,2,0,0,0,0,0,0
4336,36,10,6068000,94542,2,207200,1,0,0,0,0,0,1
4337,44,19,3256000,90509,4,0,2,0,0,0,0,0,0
4338,26,2,13468000,93010,2,236800,2,0,1,0,0,0,0
4339,54,30,8954000,92121,2,29600,1,0,0,0,0,1,0
4340,35,11,2812000,95518,1,125800,1,0,0,0,0,0,1
4341,34,10,6808000,90024,2,199800,1,0,0,1,1,0,1
4342,28,3,3922000,94305,2,118400,3,0,0,0,0,0,0
4343,32,7,3330000,93611,3,170200,1,6142000,0,1,0,1,0
4344,38,14,4662000,95422,1,266400,2,0,0,1,0,1,0
4345,53,28,13394000,95051,1,599400,1,0,0,0,0,1,0
4346,26,1,13616000,94608,2,310800,3,42698000,1,0,1,1,1
4347,45,21,2442000,94970,3,37000,1,10064000,0,0,1,1,1
4348,58,33,1628000,90024,3,14800,1,0,0,0,0,1,0
4349,59,33,7326000,92093,2,199800,1,0,0,0,0,0,0
4350,45,18,3256000,90089,3,74000,2,14282000,0,0,0,0,0
4351,64,39,7474000,95134,4,251600,2,0,0,0,0,0,1
4352,30,3,2368000,94132,1,148000,2,0,0,0,0,1,1
4353,40,16,4366000,94305,4,197580,1,0,0,0,0,1,0
4354,61,36,1850000,94015,2,37000,2,0,0,0,0,1,1
4355,40,16,10360000,93940,3,414400,1,0,1,0,0,0,0
4356,40,10,2146000,94720,1,55500,3,0,0,0,0,1,0
4357,43,19,2590000,90630,1,51800,1,0,0,0,0,0,0
4358,39,14,10434000,93302,4,466200,1,0,1,1,1,1,1
4359,35,11,5550000,92672,4,148000,3,5846000,0,0,0,0,0
4360,38,12,4292000,95054,2,207200,1,0,0,0,0,1,0
4361,67,43,3034000,90024,2,81400,1,0,0,0,0,0,0
4362,55,30,3108000,93940,2,148000,2,14504000,0,0,0,0,1
4363,28,2,4070000,93940,3,81400,2,0,0,0,0,0,0
4364,30,4,1332000,93711,4,22200,2,6216000,0,0,0,1,0
4365,59,35,5550000,92121,4,170200,3,0,0,1,0,0,0
4366,26,2,6290000,95020,2,185000,1,0,0,0,0,0,0
4367,52,28,3182000,90089,4,81400,2,0,0,0,0,0,0
4368,40,15,11026000,90250,2,288600,1,23606000,0,0,0,1,1
4369,31,7,1850000,93943,2,74000,2,0,0,1,1,1,1
4370,50,25,1406000,94005,4,29600,2,7622000,0,0,0,1,1
4371,27,3,1332000,93524,1,29600,3,0,0,0,0,0,0
4372,64,39,962000,90024,4,44400,2,0,0,0,0,1,0
4373,34,10,3034000,91765,1,177600,2,0,0,0,0,0,0
4374,30,6,10286000,94501,1,318200,1,0,0,0,0,1,0
4375,39,15,4588000,93955,3,172420,1,9694000,0,0,1,1,1
4376,34,10,3774000,90032,3,148000,1,9620000,0,0,0,0,0
4377,40,15,5254000,93950,3,222000,1,20128000,0,0,0,1,0
4378,33,8,10730000,92507,1,199800,3,0,1,0,0,1,0
4379,38,12,3330000,91768,4,88800,2,10212000,0,0,0,1,0
4380,42,17,3922000,93023,4,140600,3,0,0,0,0,1,0
4381,37,13,4736000,94105,1,111000,3,0,0,0,0,1,0
4382,33,8,2886000,94542,4,59200,1,0,0,0,0,1,0
4383,60,34,2812000,92182,3,162800,3,0,0,1,0,0,0
4384,28,4,6290000,94709,3,185000,1,0,0,0,0,1,0
4385,45,20,4514000,92717,3,199800,2,0,0,0,0,0,1
4386,56,32,1702000,94610,1,88800,3,9398000,0,0,0,1,1
4387,53,27,9028000,94305,1,177600,1,24420000,0,0,0,0,0
4388,37,12,5328000,91380,4,51800,3,0,0,0,0,0,0
4389,47,21,9102000,90840,1,540200,1,0,0,0,0,0,0
4390,58,32,2960000,90057,1,118400,1,0,0,1,1,1,1
4391,52,26,4588000,95134,4,207200,2,0,0,0,0,1,0
4392,46,22,8362000,94105,2,244200,1,0,0,0,0,0,1
4393,52,27,5994000,92634,4,281200,2,0,0,0,0,0,0
4394,24,0,4366000,95521,4,118400,1,0,0,0,0,0,0
4395,57,31,1850000,94523,2,51800,2,7622000,0,0,0,0,0
4396,66,41,1850000,94720,4,44400,2,0,0,0,0,1,1
4397,30,5,1036000,95014,4,37000,3,0,0,0,0,1,0
4398,48,23,1406000,90058,1,7400,1,0,0,0,0,1,0
4399,63,37,4514000,91942,1,185000,3,0,0,0,0,0,0
4400,48,23,1554000,94904,1,7400,1,0,0,0,0,0,0
4401,34,10,3256000,94143,1,98420,1,0,0,0,0,1,0
4402,60,35,3108000,91902,3,111000,1,0,0,0,0,0,1
4403,55,25,3848000,90095,1,103600,3,15318000,0,1,0,0,0
4404,50,24,8288000,92064,1,0,1,0,0,0,0,0,0
4405,29,5,2516000,94301,1,29600,3,0,0,0,0,0,0
4406,61,35,6142000,91320,2,125800,3,18130000,0,0,0,1,0
4407,50,25,1776000,95133,4,29600,2,10138000,0,0,0,1,0
4408,37,13,5254000,90755,2,125800,2,0,0,0,0,1,1
4409,64,40,13394000,93403,2,170200,2,0,1,0,1,1,1
4410,43,19,5550000,91765,4,14800,3,7548000,0,0,0,1,0
4411,39,14,11322000,91614,2,222000,1,0,0,0,0,0,0
4412,23,-2,5550000,90291,2,133200,2,0,0,0,0,1,1
4413,34,10,1406000,91711,4,29600,2,0,0,0,0,0,0
4414,29,2,2294000,91775,4,111000,2,0,0,0,0,0,1
4415,33,8,13172000,94720,3,629000,1,0,1,1,1,1,0
4416,60,35,4810000,90245,2,111000,1,16280000,0,0,0,0,1
4417,49,25,592000,94720,1,22200,1,7178000,0,0,0,0,0
4418,54,28,6808000,92374,2,81400,1,0,0,0,0,1,0
4419,59,34,10730000,95125,4,133200,1,14652000,1,0,0,1,0
4420,42,17,6290000,93065,1,273800,3,20128000,0,0,0,0,0
4421,62,38,11026000,92130,1,347800,1,0,0,0,0,1,0
4422,63,38,666000,94707,4,44400,2,7400000,0,0,0,1,1
4423,57,31,12136000,94607,2,281200,3,31228000,1,0,1,1,1
4424,61,36,2960000,95816,3,37000,2,7400000,0,1,0,0,0
4425,35,10,3996000,93943,1,185000,3,0,0,0,0,0,1
4426,26,0,12136000,95973,2,296000,3,22274000,1,0,0,1,0
4427,33,8,10360000,95814,1,340400,1,0,0,0,0,1,0
4428,31,7,1332000,91711,1,29600,3,0,0,0,0,0,0
4429,51,27,888000,95818,4,74000,1,0,0,1,0,1,0
4430,55,29,10360000,94720,2,199800,1,0,0,0,0,1,0
4431,38,12,1776000,94588,2,59200,3,0,0,0,0,1,1
4432,38,12,4440000,92806,2,133200,1,0,0,0,0,1,0
4433,53,27,3700000,92660,2,59200,3,0,0,0,0,1,0
4434,62,38,3256000,92612,1,140600,2,0,0,0,0,0,1
4435,35,9,3774000,94596,4,162800,2,8140000,0,0,0,1,0
4436,46,21,2516000,90840,2,96200,1,8584000,0,0,0,0,0
4437,60,35,2442000,90095,2,37000,2,0,0,0,0,1,0
4438,63,38,4662000,92507,2,111000,1,0,0,0,0,1,0
4439,43,18,1628000,90025,2,0,3,0,0,0,0,0,0
4440,33,7,7696000,94542,2,266400,3,0,1,0,0,0,1
4441,43,19,5550000,90041,3,22200,3,0,0,0,0,0,0
4442,62,36,5550000,92709,2,125800,3,0,0,0,0,0,0
4443,48,23,4588000,91367,4,266400,3,6142000,0,0,0,0,1
4444,38,14,3552000,90034,1,133200,1,12506000,0,0,0,0,0
4445,36,10,5402000,95035,2,207200,1,0,0,0,0,1,1
4446,49,25,9990000,90064,2,103600,1,6068000,0,0,0,1,1
4447,61,35,4514000,92177,3,162800,3,8658000,0,0,0,1,1
4448,49,22,5772000,95616,3,148000,2,0,0,0,0,1,0
4449,59,34,2960000,94102,3,66600,3,0,0,0,0,1,0
4450,30,6,3256000,95211,1,14800,3,0,0,0,0,0,1
4451,44,20,3330000,94111,2,185000,1,0,0,0,0,1,0
4452,67,41,1332000,92130,2,29600,1,0,0,0,0,1,0
4453,59,35,3922000,90035,4,170200,3,12876000,0,0,0,1,0
4454,37,11,814000,94112,3,7400,2,0,0,0,0,0,0
4455,50,24,2812000,94143,3,44400,2,0,0,0,0,1,0
4456,56,31,2072000,94040,1,111000,2,0,0,1,1,1,1
4457,29,3,2590000,94040,2,22200,1,6512000,0,0,1,1,1
4458,55,29,5994000,92843,3,125800,2,12654000,0,0,0,1,0
4459,48,22,6660000,94590,2,59200,3,15170000,0,0,0,0,0
4460,32,8,8510000,90064,1,296000,1,0,0,0,0,0,0
4461,47,22,5772000,92093,1,14800,2,0,0,0,0,1,0
4462,46,21,2220000,94301,4,140600,3,0,0,0,0,1,0
4463,33,7,2886000,95630,4,59200,1,0,0,0,0,1,1
4464,39,13,5106000,94123,3,7400,1,0,0,0,0,0,0
4465,60,35,2146000,93943,3,14800,1,5846000,0,0,0,1,1
4466,39,15,3996000,94108,4,162800,2,0,0,0,0,0,1
4467,34,10,4440000,90071,3,207200,1,0,0,0,1,1,1
4468,55,30,7326000,91768,1,7400,3,0,0,0,0,0,0
4469,67,42,3774000,94117,3,162800,1,0,0,0,0,1,1
4470,40,14,3922000,94025,3,37000,3,0,0,1,1,1,1
4471,44,20,8214000,91911,2,392200,2,0,1,0,0,1,0
4472,56,30,5846000,94588,3,59200,1,22348000,0,0,0,0,0
4473,50,25,6660000,95616,1,207200,2,0,0,0,0,1,0
4474,31,5,1332000,92115,2,22200,1,9176000,0,0,0,1,1
4475,66,41,5402000,95817,3,177600,1,0,0,0,0,0,0
4476,43,18,4366000,95039,3,59200,3,6734000,0,0,0,1,0
4477,58,32,2960000,95833,2,22200,1,0,0,0,0,0,0
